product,signal,label,label_basis,year,q_start,quarter_label
Humira (adalimumab) injection,Psychiatric and nervous system disorders,보류,pending,2015,April,April - June 2015
Invokamet (canagliflozin/metformin HCl) tablet,Stroke and thromboembolic events,음성,mixed_reviewed,2015,April,April - June 2015
Invokana (canagliflozin) tablet,Stroke and thromboembolic events,음성,mixed_reviewed,2015,April,April - June 2015
Iodinated Contrast Media:,Severe cutaneous adverse reactions including:,양성,trunc_unverified,2015,April,April - June 2015
Iodinated Contrast Media:,Stevens-Johnson Syndrome (SJS),양성,trunc_unverified,2015,April,April - June 2015
Iodinated Contrast Media:,Toxic Epidermal Necrolysis (TEN),양성,trunc_unverified,2015,April,April - June 2015
Iodinated Contrast Media:,Drug Reaction with Eosinophilia and Systemic Symptoms (DRESS),양성,trunc_unverified,2015,April,April - June 2015
Iodinated Contrast Media:,Acute Generalized Exanthematous Pustulosis (AGEP) associated with iodinated contrast media,양성,trunc_unverified,2015,April,April - June 2015
Isovue (iopamidol) injection (several strengths),Severe cutaneous adverse reactions including:,양성,trunc_unverified,2015,April,April - June 2015
Isovue (iopamidol) injection (several strengths),Stevens-Johnson Syndrome (SJS),양성,trunc_unverified,2015,April,April - June 2015
Isovue (iopamidol) injection (several strengths),Toxic Epidermal Necrolysis (TEN),양성,trunc_unverified,2015,April,April - June 2015
Isovue (iopamidol) injection (several strengths),Drug Reaction with Eosinophilia and Systemic Symptoms (DRESS),양성,trunc_unverified,2015,April,April - June 2015
Isovue (iopamidol) injection (several strengths),Acute Generalized Exanthematous Pustulosis (AGEP) associated with iodinated contrast media,양성,trunc_unverified,2015,April,April - June 2015
Jardiance (empagliflozin) tablet,Stroke and thromboembolic events,음성,mixed_reviewed,2015,April,April - June 2015
Omnipaque (iohexol) injection,Severe cutaneous adverse reactions including:,양성,trunc_unverified,2015,April,April - June 2015
Omnipaque (iohexol) injection,Stevens-Johnson Syndrome (SJS),양성,trunc_unverified,2015,April,April - June 2015
Omnipaque (iohexol) injection,Toxic Epidermal Necrolysis (TEN),양성,trunc_unverified,2015,April,April - June 2015
Omnipaque (iohexol) injection,Drug Reaction with Eosinophilia and Systemic Symptoms (DRESS),양성,trunc_unverified,2015,April,April - June 2015
Omnipaque (iohexol) injection,Acute Generalized Exanthematous Pustulosis (AGEP) associated with iodinated contrast media,양성,trunc_unverified,2015,April,April - June 2015
Optiray (ioversol) injection (several strengths),Severe cutaneous adverse reactions including:,양성,trunc_unverified,2015,April,April - June 2015
Optiray (ioversol) injection (several strengths),Stevens-Johnson Syndrome (SJS),양성,trunc_unverified,2015,April,April - June 2015
Optiray (ioversol) injection (several strengths),Toxic Epidermal Necrolysis (TEN),양성,trunc_unverified,2015,April,April - June 2015
Optiray (ioversol) injection (several strengths),Drug Reaction with Eosinophilia and Systemic Symptoms (DRESS),양성,trunc_unverified,2015,April,April - June 2015
Optiray (ioversol) injection (several strengths),Acute Generalized Exanthematous Pustulosis (AGEP) associated with iodinated contrast media,양성,trunc_unverified,2015,April,April - June 2015
Over-the-counter chlorhexidine gluconate topical products:,Hypersensitivity/anaphylaxis,양성,pure_update,2015,April,April - June 2015
Oxilan (ioxilan) injection,Severe cutaneous adverse reactions including:,양성,trunc_unverified,2015,April,April - June 2015
Oxilan (ioxilan) injection,Stevens-Johnson Syndrome (SJS),양성,trunc_unverified,2015,April,April - June 2015
Oxilan (ioxilan) injection,Toxic Epidermal Necrolysis (TEN),양성,trunc_unverified,2015,April,April - June 2015
Oxilan (ioxilan) injection,Drug Reaction with Eosinophilia and Systemic Symptoms (DRESS),양성,trunc_unverified,2015,April,April - June 2015
Oxilan (ioxilan) injection,Acute Generalized Exanthematous Pustulosis (AGEP) associated with iodinated contrast media,양성,trunc_unverified,2015,April,April - June 2015
Prevantics Maxi Swabstick (with alcohol) solution,Hypersensitivity/anaphylaxis,양성,pure_update,2015,April,April - June 2015
"Proglycem (diazoxide) capsules, suspension",Pulmonary hypertension,양성,pure_update,2015,April,April - June 2015
Remicade (infliximab) solution,Psychiatric and nervous system disorders,보류,pending,2015,April,April - June 2015
SGLT2 inhibitors:,Stroke and thromboembolic events,음성,mixed_reviewed,2015,April,April - June 2015
Scrub Care Exidine-2-CHG solution,Hypersensitivity/anaphylaxis,양성,pure_update,2015,April,April - June 2015
Scrub Care solution,Hypersensitivity/anaphylaxis,양성,pure_update,2015,April,April - June 2015
Scrub-Stat solution,Hypersensitivity/anaphylaxis,양성,pure_update,2015,April,April - June 2015
Simponi & Simponi Aria (golimumab) injection,Psychiatric and nervous system disorders,보류,pending,2015,April,April - June 2015
Synjardy (empagliflozin/metformin HCl) tablets,Stroke and thromboembolic events,음성,mixed_reviewed,2015,April,April - June 2015
Tramadol hydrochloride (HCl) products:,Respiratory depression and CYP2D6 ultra-rapid metabolism,양성,trunc_unverified,2015,April,April - June 2015
Tumor Necrosis Factor (TNF) blockers:,Psychiatric and nervous system disorders,보류,pending,2015,April,April - June 2015
Ultracet (tramadol HCl/acetaminophen) tablet,Respiratory depression and CYP2D6 ultra-rapid metabolism,양성,trunc_unverified,2015,April,April - June 2015
Ultram (tramadol HCl) tablet,Respiratory depression and CYP2D6 ultra-rapid metabolism,양성,trunc_unverified,2015,April,April - June 2015
Ultram ER (tramadol HCl) extended-release tablet,Respiratory depression and CYP2D6 ultra-rapid metabolism,양성,trunc_unverified,2015,April,April - June 2015
Ultravist (iopromide) injection (several strengths),Severe cutaneous adverse reactions including:,양성,trunc_unverified,2015,April,April - June 2015
Ultravist (iopromide) injection (several strengths),Stevens-Johnson Syndrome (SJS),양성,trunc_unverified,2015,April,April - June 2015
Ultravist (iopromide) injection (several strengths),Toxic Epidermal Necrolysis (TEN),양성,trunc_unverified,2015,April,April - June 2015
Ultravist (iopromide) injection (several strengths),Drug Reaction with Eosinophilia and Systemic Symptoms (DRESS),양성,trunc_unverified,2015,April,April - June 2015
Ultravist (iopromide) injection (several strengths),Acute Generalized Exanthematous Pustulosis (AGEP) associated with iodinated contrast media,양성,trunc_unverified,2015,April,April - June 2015
Vazculep (phenylephrine HCl) injection,Potential product selection errors,양성,pure_update,2015,April,April - June 2015
Visipaque (iodixanol) injection (several strengths),Severe cutaneous adverse reactions including:,양성,trunc_unverified,2015,April,April - June 2015
Visipaque (iodixanol) injection (several strengths),Stevens-Johnson Syndrome (SJS),양성,trunc_unverified,2015,April,April - June 2015
Visipaque (iodixanol) injection (several strengths),Toxic Epidermal Necrolysis (TEN),양성,trunc_unverified,2015,April,April - June 2015
Visipaque (iodixanol) injection (several strengths),Drug Reaction with Eosinophilia and Systemic Symptoms (DRESS),양성,trunc_unverified,2015,April,April - June 2015
Visipaque (iodixanol) injection (several strengths),Acute Generalized Exanthematous Pustulosis (AGEP) associated with iodinated contrast media,양성,trunc_unverified,2015,April,April - June 2015
Xigduo XR (dapagliflozin/metformin HCl) extended release tablet,Stroke and thromboembolic events,음성,mixed_reviewed,2015,April,April - June 2015
Zerbaxa (ceftolozane and tazobactam) injection,Drug dosing issues,양성,pure_update,2015,April,April - June 2015
Harvoni (ledipasvir/sofosbuvir) tablet Olysio (simeprevir) capsule Sovaldi (sofosbuvir) tablet,"Cardiac arrhythmia, bradycardia",양성,trunc_verified,2015,January,January - March 2015
Juxtapid (lomitapide mesylate) capsule,Ineffectiveness of the REMS,보류,pending,2015,January,January - March 2015
Juxtapid (lomitapide mesylate) capsule,Severe diarrhea,보류,pending,2015,January,January - March 2015
Myalept (metreleptin) injection,Anaphylaxis,양성,pure_update,2015,January,January - March 2015
"Noxafil (posaconazole) delayed-release tablet, oral suspension, and injection",Dosing and administration errors associated with product labeling (only oral product formulations),양성,trunc_verified,2015,January,January - March 2015
Pomalyst (pomalidomide) capsule,Hepatotoxicity,양성,pure_update,2015,January,January - March 2015
Tyvaso (treprostinil) inhalation solution,Nebulizer battery overheating,음성,oldformat_reviewed,2015,January,January - March 2015
"Aciphex (rabeprazole sodium) tablet, sprinkle",Systemic Lupus Erythematosus (SLE),양성,pure_update,2015,July,July - September 2015
Articaine hydrochloride (HCl)/epinephrine bitartrate injection,Paresthesia and taste disturbances,음성,mixed_reviewed,2015,July,July - September 2015
Dexilant (dexlansoprazole) capsule,Systemic Lupus Erythematosus (SLE),양성,pure_update,2015,July,July - September 2015
Diabeta (glyburide) tablet,Cardiovascular mortality,음성,pure_noaction,2015,July,July - September 2015
Dipeptidyl peptidase IV (DPP-IV) inhibitor:,Renal failure,음성,mixed_reviewed,2015,July,July - September 2015
Dipeptidyl peptidase IV (DPP-IV) inhibitors:,Mouth ulcerations and stomatitis,양성,pure_update,2015,July,July - September 2015
"Esomeprazole magnesium capsule, oral suspension, injection",Systemic Lupus Erythematosus (SLE),양성,pure_update,2015,July,July - September 2015
Esomeprazole sodium injection,Systemic Lupus Erythematosus (SLE),양성,pure_update,2015,July,July - September 2015
Esomeprazole strontium capsule,Systemic Lupus Erythematosus (SLE),양성,pure_update,2015,July,July - September 2015
Farxiga (dapagliflozin) tablet,Urosepsis,양성,pure_update,2015,July,July - September 2015
Genotropin (somatropin) injection,Hypersensitivity,양성,pure_update,2015,July,July - September 2015
Glyxambi (empagliflozin/linagliptin) tablet,Renal failure,음성,mixed_reviewed,2015,July,July - September 2015
Glyxambi (empagliflozin/linagliptin) tablet,Mouth ulcerations and stomatitis,양성,pure_update,2015,July,July - September 2015
Glyxambi (empagliflozin/linagliptin) tablet,Urosepsis,양성,pure_update,2015,July,July - September 2015
Habitrol (nicotine) patch (transdermal system),Seizures,양성,pure_update,2015,July,July - September 2015
Honest sunscreen lotion SPF 30,Sunburn,음성,mixed_reviewed,2015,July,July - September 2015
Humatrope [somatropin (rDNA origin)] injection,Hypersensitivity,양성,pure_update,2015,July,July - September 2015
Invokamet (canagliflozin/metformin HCl) tablet,Urosepsis,양성,pure_update,2015,July,July - September 2015
Invokana (canagliflozin) tablet,Urosepsis,양성,pure_update,2015,July,July - September 2015
Janumet (sitagliptin/metformin HCl) tablet,Renal failure,음성,mixed_reviewed,2015,July,July - September 2015
Janumet (sitagliptin/metformin HCl) tablet,Mouth ulcerations and stomatitis,양성,pure_update,2015,July,July - September 2015
Janumet XR (sitagliptin/metformin HCl) extended release tablet,Renal failure,음성,mixed_reviewed,2015,July,July - September 2015
Janumet XR (sitagliptin/metformin HCl) extended release tablet,Mouth ulcerations and stomatitis,양성,pure_update,2015,July,July - September 2015
Januvia (sitagliptin) tablet,Renal failure,음성,mixed_reviewed,2015,July,July - September 2015
Januvia (sitagliptin) tablet,Mouth ulcerations and stomatitis,양성,pure_update,2015,July,July - September 2015
Jardiance (empagliflozin) tablet,Urosepsis,양성,pure_update,2015,July,July - September 2015
Jentadueto (linagliptin/metformin HCl) tablet,Renal failure,음성,mixed_reviewed,2015,July,July - September 2015
Jentadueto (linagliptin/metformin HCl) tablet,Mouth ulcerations and stomatitis,양성,pure_update,2015,July,July - September 2015
Kazano (alogliptin/metformin HCl) tablet,Renal failure,음성,mixed_reviewed,2015,July,July - September 2015
Kazano (alogliptin/metformin HCl) tablet,Mouth ulcerations and stomatitis,양성,pure_update,2015,July,July - September 2015
Kombiglyze XR (saxagliptin/metformin HCl) extended-release tablet,Renal failure,음성,mixed_reviewed,2015,July,July - September 2015
Kombiglyze XR (saxagliptin/metformin HCl) extended-release tablet,Mouth ulcerations and stomatitis,양성,pure_update,2015,July,July - September 2015
Lansoprazole capsule,Systemic Lupus Erythematosus (SLE),양성,pure_update,2015,July,July - September 2015
Mirvaso (brimonidine tartrate) gel,"Hypersensitivity, local vascular effects, and systemic effects consistent with pharmacologic action of alpha-2 agonists",양성,trunc_unverified,2015,July,July - September 2015
Naproxen/esomeprazole magnesium tablet,Systemic Lupus Erythematosus (SLE),양성,pure_update,2015,July,July - September 2015
Nesina (alogliptin) tablet,Renal failure,음성,mixed_reviewed,2015,July,July - September 2015
Nesina (alogliptin) tablet,Mouth ulcerations and stomatitis,양성,pure_update,2015,July,July - September 2015
"Nexium (esomeprazole magnesium) capsule, granule",Systemic Lupus Erythematosus (SLE),양성,pure_update,2015,July,July - September 2015
Nicoderm (nicotine) patch (transdermal system),Seizures,양성,pure_update,2015,July,July - September 2015
Nicorette & Nicorette DS (nicotine polacrilex) gum,Seizures,양성,pure_update,2015,July,July - September 2015
